用户ID,商品ID,品牌,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价,销量
756,120,Lenovo,Lenovo GH6,相机,6,buy,2025-12-7 15:42,9375,3
449,6,Lenovo,Lenovo ThinkPad X1,笔记本电脑,2,buy,2025-12-7 16:11,13381,2
266,277,Apple,Apple C3,电视,7,addbuy,2025-12-7 17:23,5804,0
485,48,HP,HP QN90C,电视,7,buy,2025-12-7 17:31,1897,3
577,44,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,addbuy,2025-12-7 17:56,7681,0
783,44,Dell,Dell iPhone 15,智能手机,1,buy,2025-12-7 18:26,3557,1
605,139,HP,HP Gram 17,笔记本电脑,2,buy,2025-12-7 18:36,6646,5
517,78,Dell,Dell Nothing Ear,耳机,4,buy,2025-12-7 19:26,495,3
687,245,Dell,Dell GH6,相机,6,buy,2025-12-7 20:44,9762,1
45,182,Apple,Apple FreeBuds Pro,耳机,4,buy,2025-12-7 21:41,1500,4
91,298,Samsung,Samsung Galaxy S24,智能手机,1,buy,2025-12-7 22:17,3043,3
46,254,LG,LG Xiaomi Watch 2,智能手表,5,addbuy,2025-12-7 22:26,2391,0
500,146,Xiaomi,Xiaomi XPS 15,笔记本电脑,2,buy,2025-12-7 22:34,13169,1
741,194,Xiaomi,Xiaomi Z50,相机,6,buy,2025-12-8 0:02,11148,2
675,204,HP,HP ROG Zephyrus,笔记本电脑,2,addbuy,2025-12-8 0:02,9654,0
432,145,Apple,Apple P60 Pro,智能手机,1,buy,2025-12-8 0:36,2437,2
255,136,Dell,Dell Fitbit Sense,智能手表,5,buy,2025-12-8 1:08,3289,3
464,262,Apple,Apple Watch GT 4,智能手表,5,buy,2025-12-8 1:34,3324,1
12,79,Samsung,Samsung Xiaomi Watch 2,智能手表,5,buy,2025-12-8 3:36,1956,1
146,82,Samsung,Samsung A80L,电视,7,buy,2025-12-8 3:46,6067,4
282,278,Xiaomi,Xiaomi Xiaomi Pad 6,平板电脑,3,buy,2025-12-8 3:57,4508,3
588,114,Apple,Apple Nothing Ear,耳机,4,addbuy,2025-12-8 3:59,1033,0
714,257,Dell,Dell Nothing Ear,耳机,4,buy,2025-12-8 4:15,667,2
141,133,Apple,Apple Surface Laptop,笔记本电脑,2,buy,2025-12-8 4:23,7848,2
456,295,Huawei,Huawei Fitbit Sense,智能手表,5,buy,2025-12-8 4:34,2463,1
65,46,Apple,Apple P60 Pro,智能手机,1,buy,2025-12-8 5:22,1575,2
601,128,Xiaomi,Xiaomi AirPods Pro,耳机,4,buy,2025-12-8 6:34,501,2
210,209,Microsoft,Microsoft Galaxy Buds2,耳机,4,buy,2025-12-8 6:40,920,1
737,209,Xiaomi,Xiaomi A80L,电视,7,buy,2025-12-8 6:52,2303,4
45,131,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-12-8 8:02,1000,2
411,171,Lenovo,Lenovo iPad Pro,平板电脑,3,buy,2025-12-8 8:04,4215,3
769,155,LG,LG ThinkPad X1,笔记本电脑,2,buy,2025-12-8 8:06,4243,3
632,50,Sony,Sony iPhone 15,智能手机,1,buy,2025-12-8 8:11,4933,3
714,149,Apple,Apple iPhone 16,智能手机,1,buy,2025-12-8 8:35,4475,1
412,33,Microsoft,Microsoft Xiaomi Pad 6,平板电脑,3,addbuy,2025-12-8 8:39,3555,0
791,265,HP,HP AirPods Pro,耳机,4,buy,2025-12-8 10:11,1198,1
552,294,Sony,Sony ROG Zephyrus,笔记本电脑,2,buy,2025-12-8 10:26,6235,2
555,2,Apple,Apple Nothing Ear,耳机,4,buy,2025-12-8 10:45,1291,1
100,140,Lenovo,Lenovo iPhone 16,智能手机,1,buy,2025-12-8 10:52,4318,1
530,54,Sony,Sony Surface Laptop,笔记本电脑,2,buy,2025-12-8 11:09,5330,4
404,193,Microsoft,Microsoft R8,相机,6,buy,2025-12-8 11:38,5677,2
680,276,Dell,Dell P60 Pro,智能手机,1,addbuy,2025-12-8 12:15,3250,0
714,282,Microsoft,Microsoft Galaxy Z Flip,智能手机,1,buy,2025-12-8 12:52,5984,2
581,160,Lenovo,Lenovo Galaxy Z Flip,智能手机,1,buy,2025-12-8 13:15,4566,1
268,161,LG,LG GH6,相机,6,buy,2025-12-8 14:17,3446,1
629,70,Samsung,Samsung AirPods Pro,耳机,4,addbuy,2025-12-8 15:02,1226,0
704,245,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-12-8 15:39,7023,2
360,59,Dell,Dell AirPods Pro,耳机,4,buy,2025-12-8 15:41,715,4
700,32,Samsung,Samsung Xiaomi Pad 6,平板电脑,3,buy,2025-12-8 15:41,2118,4
405,107,Lenovo,Lenovo P60 Pro,智能手机,1,buy,2025-12-8 15:47,2965,2
727,65,Xiaomi,Xiaomi Surface Laptop,笔记本电脑,2,buy,2025-12-8 16:16,10861,5
336,191,Microsoft,Microsoft ThinkPad X1,笔记本电脑,2,addbuy,2025-12-8 16:30,5701,0
8,26,Dell,Dell Sony XM5,耳机,4,buy,2025-12-8 16:44,1105,3
140,153,Microsoft,Microsoft Galaxy S24,智能手机,1,buy,2025-12-8 17:41,1306,3
49,151,Sony,Sony XPS 15,笔记本电脑,2,buy,2025-12-8 18:41,12786,3
571,223,Sony,Sony QLED TV,电视,7,buy,2025-12-8 19:45,4574,2
335,224,Dell,Dell MacBook Pro,笔记本电脑,2,addbuy,2025-12-8 19:55,11121,0
323,217,Apple,Apple Galaxy S24,智能手机,1,buy,2025-12-8 20:26,3029,3
551,15,HP,HP Galaxy S24,智能手机,1,addbuy,2025-12-8 20:34,4033,0
227,99,Sony,Sony FreeBuds Pro,耳机,4,buy,2025-12-8 20:40,1249,1
436,67,Microsoft,Microsoft C3,电视,7,buy,2025-12-8 20:45,7959,2
415,196,LG,LG Z50,相机,6,buy,2025-12-8 20:56,6173,2
345,149,Huawei,Huawei X-T5,相机,6,buy,2025-12-8 21:11,4267,4
619,178,Dell,Dell Watch GT 4,智能手表,5,buy,2025-12-8 21:58,876,2
692,218,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-12-8 22:02,2702,2
156,151,Samsung,Samsung XPS 15,笔记本电脑,2,buy,2025-12-8 22:37,6520,1
490,243,HP,HP Sony XM5,耳机,4,buy,2025-12-8 22:57,610,4
628,35,Huawei,Huawei Galaxy S24,智能手机,1,buy,2025-12-8 23:06,3549,1
182,144,Samsung,Samsung MacBook Pro,笔记本电脑,2,buy,2025-12-8 23:24,10206,3
258,274,LG,LG Nothing Ear,耳机,4,buy,2025-12-8 23:33,101,5
7,275,Dell,Dell Apple Watch S9,智能手表,5,buy,2025-12-8 23:57,3044,1
529,203,HP,HP P60 Pro,智能手机,1,buy,2025-12-9 0:12,1000,3
131,101,HP,HP Fitbit Sense,智能手表,5,buy,2025-12-9 0:17,2934,1
367,228,Microsoft,Microsoft P60 Pro,智能手机,1,buy,2025-12-9 0:20,1536,3
736,210,HP,HP R8,相机,6,buy,2025-12-9 0:41,2162,3
436,39,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-12-9 1:43,7426,2
55,105,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-12-9 1:54,2379,1
351,117,Xiaomi,Xiaomi Xiaomi Watch 2,智能手表,5,buy,2025-12-9 2:29,2893,3
396,273,Microsoft,Microsoft ZV-E1,相机,6,buy,2025-12-9 2:58,9023,1
651,87,Lenovo,Lenovo Galaxy S24,智能手机,1,buy,2025-12-9 4:09,1429,3
318,66,Lenovo,Lenovo iPhone 16,智能手机,1,addbuy,2025-12-9 4:54,3953,0
516,167,Lenovo,Lenovo Galaxy Buds2,耳机,4,buy,2025-12-9 5:16,445,2
33,220,Sony,Sony iPhone 15,智能手机,1,buy,2025-12-9 5:45,3059,1
668,240,LG,LG Galaxy S24,智能手机,1,addbuy,2025-12-9 6:45,3040,0
79,58,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-12-9 6:59,921,3
459,147,Huawei,Huawei ZV-E1,相机,6,buy,2025-12-9 7:09,4191,1
636,44,HP,HP Gram 17,笔记本电脑,2,buy,2025-12-9 7:10,12916,2
249,151,Dell,Dell Galaxy Buds2,耳机,4,buy,2025-12-9 7:56,997,4
174,16,Huawei,Huawei A80L,电视,7,buy,2025-12-9 8:39,6912,1
702,87,Lenovo,Lenovo Surface Laptop,笔记本电脑,2,buy,2025-12-9 8:42,7223,2
732,7,HP,HP Galaxy S24,智能手机,1,buy,2025-12-9 9:05,7551,5
622,199,Apple,Apple iPhone 15,智能手机,1,buy,2025-12-9 9:21,6443,3
732,100,Sony,Sony QN90C,电视,7,buy,2025-12-9 9:24,3343,1
333,280,Microsoft,Microsoft Galaxy Buds2,耳机,4,addbuy,2025-12-9 11:09,114,0
235,170,Sony,Sony P60 Pro,智能手机,1,buy,2025-12-9 11:15,4994,2
717,54,Apple,Apple A7 IV,相机,6,buy,2025-12-9 11:17,5716,1
486,259,Dell,Dell Galaxy Z Flip,智能手机,1,buy,2025-12-9 11:41,5051,2
354,89,Samsung,Samsung Galaxy Z Flip,智能手机,1,buy,2025-12-9 12:17,3410,2
268,135,Sony,Sony FreeBuds Pro,耳机,4,buy,2025-12-9 12:18,551,2
548,186,Lenovo,Lenovo Galaxy Buds2,耳机,4,addbuy,2025-12-9 12:46,752,0
223,231,Microsoft,Microsoft Surface Pro,平板电脑,3,buy,2025-12-9 13:06,2083,2
658,165,Samsung,Samsung AirPods Pro,耳机,4,buy,2025-12-9 13:09,1500,1
151,275,Microsoft,Microsoft iPad Pro,平板电脑,3,buy,2025-12-9 13:14,3602,2
262,276,Lenovo,Lenovo Xiaomi 14,智能手机,1,buy,2025-12-9 13:36,4796,2
436,271,Microsoft,Microsoft Nothing Ear,耳机,4,buy,2025-12-9 13:46,958,2
614,32,Huawei,Huawei Gram 17,笔记本电脑,2,buy,2025-12-9 14:59,12626,1
720,69,HP,HP P60 Pro,智能手机,1,buy,2025-12-9 15:45,3468,3
698,71,Sony,Sony Xiaomi Pad 6,平板电脑,3,buy,2025-12-9 17:34,5279,2
92,277,Xiaomi,Xiaomi AirPods Pro,耳机,4,buy,2025-12-9 17:41,561,2
275,68,Sony,Sony Galaxy Tab S9,平板电脑,3,buy,2025-12-9 19:14,4786,2
461,84,Xiaomi,Xiaomi GH6,相机,6,buy,2025-12-9 19:29,5422,5
106,78,Xiaomi,Xiaomi P60 Pro,智能手机,1,buy,2025-12-9 19:40,5191,3
31,201,Lenovo,Lenovo Sony XM5,耳机,4,buy,2025-12-9 19:42,410,2
530,264,Xiaomi,Xiaomi X90L,电视,7,addbuy,2025-12-9 19:43,2877,0
218,86,Microsoft,Microsoft ROG Zephyrus,笔记本电脑,2,buy,2025-12-9 20:14,4972,2
16,95,Apple,Apple iPhone 15,智能手机,1,buy,2025-12-9 20:31,2055,3
65,268,Apple,Apple iPhone 15,智能手机,1,addbuy,2025-12-9 20:37,2773,0
118,24,Dell,Dell Xiaomi Watch 2,智能手表,5,buy,2025-12-9 21:03,2416,2
572,247,Microsoft,Microsoft Gram 17,笔记本电脑,2,buy,2025-12-9 21:10,4548,1
86,152,Apple,Apple Nothing Ear,耳机,4,buy,2025-12-9 21:33,703,1
296,32,Dell,Dell AirPods Pro,耳机,4,buy,2025-12-9 21:45,427,2
666,125,Sony,Sony Z50,相机,6,buy,2025-12-9 22:31,5937,1
774,25,Microsoft,Microsoft Nothing Ear,耳机,4,buy,2025-12-9 23:17,1206,1
657,71,Dell,Dell Nothing Ear,耳机,4,buy,2025-12-9 23:34,979,2
603,162,Sony,Sony X-T5,相机,6,buy,2025-12-9 23:45,5155,2
751,9,Apple,Apple Galaxy Tab S9,平板电脑,3,buy,2025-12-9 23:57,2117,1
4,190,Dell,Dell Galaxy Watch 6,智能手表,5,buy,2025-12-10 0:40,2856,1
449,39,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-12-10 0:51,589,1
444,200,Apple,Apple A80L,电视,7,addbuy,2025-12-10 0:57,4024,0
14,202,Samsung,Samsung MacBook Pro,笔记本电脑,2,buy,2025-12-10 1:00,10852,2
93,116,Samsung,Samsung QLED TV,电视,7,buy,2025-12-10 1:16,4491,3
332,52,HP,HP U8K,电视,7,buy,2025-12-10 1:34,3611,3
791,241,Microsoft,Microsoft ThinkPad X1,笔记本电脑,2,addbuy,2025-12-10 2:22,10648,0
377,288,Microsoft,Microsoft AirPods Pro,耳机,4,buy,2025-12-10 2:29,202,1
208,151,Dell,Dell Nothing Ear,耳机,4,addbuy,2025-12-10 2:42,468,0
744,291,Dell,Dell ROG Zephyrus,笔记本电脑,2,buy,2025-12-10 3:26,12948,2
398,236,Dell,Dell iPhone 16,智能手机,1,addbuy,2025-12-10 4:11,5743,0
553,222,Lenovo,Lenovo X90L,电视,7,buy,2025-12-10 4:24,7736,4
580,61,Lenovo,Lenovo Xiaomi 14,智能手机,1,buy,2025-12-10 4:41,5655,1
75,187,HP,HP ROG Zephyrus,笔记本电脑,2,buy,2025-12-10 4:50,11811,1
185,186,Microsoft,Microsoft Galaxy Z Flip,智能手机,1,buy,2025-12-10 6:02,1239,1
387,12,Microsoft,Microsoft Xiaomi Watch 2,智能手表,5,buy,2025-12-10 6:05,2496,5
23,45,Xiaomi,Xiaomi X90L,电视,7,buy,2025-12-10 7:17,7282,2
647,268,LG,LG Sony XM5,耳机,4,buy,2025-12-10 7:47,341,3
16,155,Huawei,Huawei Surface Laptop,笔记本电脑,2,buy,2025-12-10 8:08,13544,1
378,72,Apple,Apple P60 Pro,智能手机,1,buy,2025-12-10 8:08,1727,2
523,161,LG,LG Galaxy S24,智能手机,1,addbuy,2025-12-10 8:26,1632,0
298,47,HP,HP Xiaomi Watch 2,智能手表,5,buy,2025-12-10 8:39,1317,1
304,198,Huawei,Huawei Sony XM5,耳机,4,buy,2025-12-10 8:44,1500,5
555,283,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-12-10 9:12,5826,1
730,207,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-12-10 10:46,2128,1
167,73,Sony,Sony Galaxy Buds2,耳机,4,addbuy,2025-12-10 11:08,355,0
602,39,LG,LG ROG Zephyrus,笔记本电脑,2,buy,2025-12-10 11:41,13926,1
749,188,Sony,Sony Xiaomi 14,智能手机,1,buy,2025-12-10 11:43,4507,1
355,151,Samsung,Samsung Surface Pro,平板电脑,3,buy,2025-12-10 11:58,3549,4
446,259,Apple,Apple Galaxy S24,智能手机,1,buy,2025-12-10 12:01,4102,2
130,188,Microsoft,Microsoft R8,相机,6,buy,2025-12-10 12:26,3872,1
752,26,Microsoft,Microsoft A7 IV,相机,6,addbuy,2025-12-10 13:40,9941,0
722,176,Dell,Dell XPS 15,笔记本电脑,2,buy,2025-12-10 14:09,5161,3
176,109,Apple,Apple Sony XM5,耳机,4,addbuy,2025-12-10 14:11,829,0
516,84,HP,HP XPS 15,笔记本电脑,2,addbuy,2025-12-10 14:22,6170,0
287,3,LG,LG QLED TV,电视,7,buy,2025-12-10 14:44,6199,2
668,265,HP,HP Fitbit Sense,智能手表,5,buy,2025-12-10 14:57,884,1
247,47,Sony,Sony Xiaomi Watch 2,智能手表,5,buy,2025-12-10 15:45,1430,2
556,192,Samsung,Samsung Galaxy Z Flip,智能手机,1,buy,2025-12-10 16:29,2130,4
360,288,Samsung,Samsung MacBook Pro,笔记本电脑,2,buy,2025-12-10 16:54,4148,2
119,295,Apple,Apple AirPods Pro,耳机,4,addbuy,2025-12-10 17:07,1500,0
475,56,Microsoft,Microsoft Galaxy Buds2,耳机,4,buy,2025-12-10 17:15,611,1
438,42,LG,LG X90L,电视,7,buy,2025-12-10 17:18,6725,3
452,28,LG,LG Galaxy Buds2,耳机,4,buy,2025-12-10 17:29,319,3
45,17,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-12-10 17:43,7815,1
322,8,Dell,Dell Nothing Ear,耳机,4,buy,2025-12-10 18:13,832,2
517,294,Sony,Sony AirPods Pro,耳机,4,addbuy,2025-12-10 18:42,106,0
233,73,LG,LG Watch GT 4,智能手表,5,addbuy,2025-12-10 18:44,2166,0
424,285,Lenovo,Lenovo Galaxy Z Flip,智能手机,1,buy,2025-12-10 18:57,7622,1
610,132,LG,LG Galaxy Tab S9,平板电脑,3,addbuy,2025-12-10 19:02,3258,0
751,46,Samsung,Samsung Xiaomi Pad 6,平板电脑,3,buy,2025-12-10 19:07,3826,2
319,276,HP,HP R8,相机,6,buy,2025-12-10 19:53,10304,2
265,171,Samsung,Samsung C3,电视,7,buy,2025-12-10 19:54,2086,2
680,207,LG,LG Surface Pro,平板电脑,3,addbuy,2025-12-10 20:09,1749,0
480,152,Huawei,Huawei A7 IV,相机,6,buy,2025-12-10 20:14,5783,2
263,269,LG,LG Galaxy Z Flip,智能手机,1,buy,2025-12-10 21:10,2919,1
543,31,Huawei,Huawei Surface Laptop,笔记本电脑,2,buy,2025-12-10 21:31,7936,4
40,220,Lenovo,Lenovo Xiaomi Watch 2,智能手表,5,buy,2025-12-10 21:38,2400,2
225,129,Microsoft,Microsoft P60 Pro,智能手机,1,buy,2025-12-10 21:57,4567,3
561,156,Lenovo,Lenovo X90L,电视,7,buy,2025-12-10 22:32,4031,1
646,153,Xiaomi,Xiaomi Surface Laptop,笔记本电脑,2,buy,2025-12-10 23:56,6859,2
339,172,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-12-11 0:02,751,1
722,26,HP,HP Galaxy S24,智能手机,1,buy,2025-12-11 1:00,1462,1
344,181,HP,HP Fitbit Sense,智能手表,5,buy,2025-12-11 2:12,2395,2
211,290,Dell,Dell iPhone 16,智能手机,1,buy,2025-12-11 3:18,1641,2
35,277,Apple,Apple GH6,相机,6,buy,2025-12-11 3:45,5167,1
44,253,LG,LG Apple Watch S9,智能手表,5,buy,2025-12-11 4:11,2357,1
29,53,Sony,Sony Xiaomi 14,智能手机,1,addbuy,2025-12-11 4:25,6310,0
474,260,Samsung,Samsung MacBook Pro,笔记本电脑,2,buy,2025-12-11 5:02,7677,3
146,169,Microsoft,Microsoft Apple Watch S9,智能手表,5,buy,2025-12-11 5:22,2236,4
399,28,HP,HP Xiaomi 14,智能手机,1,addbuy,2025-12-11 5:52,7549,0
650,13,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-12-11 6:06,1500,5
240,162,Microsoft,Microsoft ThinkPad X1,笔记本电脑,2,buy,2025-12-11 6:41,10820,2
1,43,Samsung,Samsung Galaxy Tab S9,平板电脑,3,buy,2025-12-11 7:27,3852,3
580,183,HP,HP MatePad Pro,平板电脑,3,buy,2025-12-11 7:32,2500,3
778,26,Huawei,Huawei Sony XM5,耳机,4,buy,2025-12-11 8:19,50,1
220,94,Samsung,Samsung Watch GT 4,智能手表,5,buy,2025-12-11 8:40,1086,2
451,174,Microsoft,Microsoft Galaxy S24,智能手机,1,buy,2025-12-11 9:29,3977,3
505,52,Sony,Sony Apple Watch S9,智能手表,5,buy,2025-12-11 9:44,955,3
475,282,Xiaomi,Xiaomi Galaxy Buds2,耳机,4,addbuy,2025-12-11 9:56,1117,0
375,15,Microsoft,Microsoft Xiaomi 14,智能手机,1,addbuy,2025-12-11 11:02,1386,0
10,202,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-12-11 11:09,3030,1
312,7,Microsoft,Microsoft Galaxy Buds2,耳机,4,buy,2025-12-11 11:59,785,4
4,143,Microsoft,Microsoft C3,电视,7,buy,2025-12-11 12:16,3318,3
439,24,Apple,Apple Galaxy Buds2,耳机,4,buy,2025-12-11 12:35,627,2
74,278,Sony,Sony MacBook Pro,笔记本电脑,2,buy,2025-12-11 12:45,12411,5
227,173,Microsoft,Microsoft AirPods Pro,耳机,4,buy,2025-12-11 13:08,784,1
368,178,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-12-11 13:18,1425,1
151,24,Microsoft,Microsoft Z50,相机,6,buy,2025-12-11 13:19,5982,1
61,209,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-12-11 13:28,3958,1
660,10,Microsoft,Microsoft Apple Watch S9,智能手表,5,buy,2025-12-11 13:28,2885,2
61,38,Dell,Dell Surface Pro,平板电脑,3,buy,2025-12-11 15:09,4850,4
270,23,HP,HP Xiaomi Pad 6,平板电脑,3,addbuy,2025-12-11 16:39,5976,0
513,137,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-12-11 16:52,7531,1
679,100,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-12-11 17:27,1500,1
231,11,Microsoft,Microsoft MatePad Pro,平板电脑,3,buy,2025-12-11 17:38,3824,1
387,81,HP,HP Surface Laptop,笔记本电脑,2,buy,2025-12-11 18:07,4046,4
165,179,Apple,Apple XPS 15,笔记本电脑,2,buy,2025-12-11 18:51,9442,5
218,195,Samsung,Samsung Galaxy Z Flip,智能手机,1,buy,2025-12-11 20:08,7591,2
189,147,Huawei,Huawei X-T5,相机,6,buy,2025-12-11 20:22,7059,2
189,299,Lenovo,Lenovo QN90C,电视,7,buy,2025-12-11 21:02,2401,4
587,77,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-12-11 21:11,1621,2
98,36,Sony,Sony Galaxy S24,智能手机,1,buy,2025-12-11 23:14,2705,3
41,216,Apple,Apple GH6,相机,6,buy,2025-12-11 23:14,2426,1
6,277,LG,LG Galaxy Watch 6,智能手表,5,addbuy,2025-12-11 23:39,3395,0
249,8,Lenovo,Lenovo Galaxy S24,智能手机,1,buy,2025-12-12 0:07,5563,2
403,228,Samsung,Samsung X-T5,相机,6,buy,2025-12-12 0:38,4340,4
289,172,Microsoft,Microsoft iPhone 15,智能手机,1,buy,2025-12-12 0:42,2670,1
557,231,Microsoft,Microsoft ROG Zephyrus,笔记本电脑,2,buy,2025-12-12 1:55,11450,2
176,217,Huawei,Huawei iPad Pro,平板电脑,3,buy,2025-12-12 2:01,4237,2
237,124,Dell,Dell A7 IV,相机,6,buy,2025-12-12 2:27,6991,3
711,73,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-12-12 2:33,4576,4
192,40,LG,LG GH6,相机,6,buy,2025-12-12 2:43,9485,1
712,65,HP,HP iPhone 15,智能手机,1,buy,2025-12-12 3:04,3131,3
353,83,Samsung,Samsung MacBook Pro,笔记本电脑,2,buy,2025-12-12 3:18,4044,4
186,97,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-12-12 3:23,677,3
663,88,Huawei,Huawei MacBook Pro,笔记本电脑,2,buy,2025-12-12 3:28,11226,2
535,294,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-12-12 3:42,168,3
375,290,Apple,Apple ZV-E1,相机,6,addbuy,2025-12-12 4:20,10179,0
516,224,Samsung,Samsung AirPods Pro,耳机,4,addbuy,2025-12-12 5:20,265,0
564,282,LG,LG Galaxy S24,智能手机,1,buy,2025-12-12 5:22,2806,2
583,238,Microsoft,Microsoft MatePad Pro,平板电脑,3,buy,2025-12-12 5:36,2341,3
708,49,Huawei,Huawei QLED TV,电视,7,buy,2025-12-12 5:39,7194,1
726,26,Lenovo,Lenovo MacBook Pro,笔记本电脑,2,buy,2025-12-12 5:39,10338,2
491,274,LG,LG iPhone 16,智能手机,1,addbuy,2025-12-12 6:08,7342,0
561,193,Xiaomi,Xiaomi AirPods Pro,耳机,4,buy,2025-12-12 6:32,1500,1
492,89,Lenovo,Lenovo GH6,相机,6,addbuy,2025-12-12 6:37,11851,0
55,50,LG,LG ThinkPad X1,笔记本电脑,2,buy,2025-12-12 6:44,12281,4
773,245,Huawei,Huawei QLED TV,电视,7,buy,2025-12-12 6:45,5579,1
565,110,Apple,Apple Galaxy Watch 6,智能手表,5,buy,2025-12-12 7:32,1265,2
235,70,Huawei,Huawei ZV-E1,相机,6,buy,2025-12-12 9:10,6899,2
91,143,Apple,Apple FreeBuds Pro,耳机,4,buy,2025-12-12 9:14,1285,2
749,68,Sony,Sony Galaxy Buds2,耳机,4,buy,2025-12-12 9:20,669,2
432,185,Samsung,Samsung MacBook Pro,笔记本电脑,2,addbuy,2025-12-12 10:14,12781,0
11,65,Xiaomi,Xiaomi Gram 17,笔记本电脑,2,buy,2025-12-12 11:23,13566,3
37,107,Apple,Apple X90L,电视,7,buy,2025-12-12 11:38,7648,2
135,67,Huawei,Huawei R8,相机,6,buy,2025-12-12 11:39,2771,1
131,53,HP,HP Galaxy S24,智能手机,1,buy,2025-12-12 11:40,6897,3
796,67,Xiaomi,Xiaomi AirPods Pro,耳机,4,buy,2025-12-12 12:03,539,2
49,209,Dell,Dell ThinkPad X1,笔记本电脑,2,buy,2025-12-12 12:16,12093,1
699,30,Xiaomi,Xiaomi AirPods Pro,耳机,4,addbuy,2025-12-12 12:17,571,0
451,234,Microsoft,Microsoft X90L,电视,7,buy,2025-12-12 12:40,4487,2
99,276,Dell,Dell GH6,相机,6,buy,2025-12-12 12:40,9512,2
24,83,Samsung,Samsung QLED TV,电视,7,buy,2025-12-12 13:21,3204,1
703,38,Dell,Dell Gram 17,笔记本电脑,2,buy,2025-12-12 13:31,13646,4
42,82,Dell,Dell GH6,相机,6,buy,2025-12-12 13:32,9647,1
123,15,Lenovo,Lenovo X90L,电视,7,buy,2025-12-12 13:56,6451,3
69,199,Lenovo,Lenovo Watch GT 4,智能手表,5,addbuy,2025-12-12 14:09,1805,0
84,104,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-12-12 15:46,735,2
514,29,HP,HP iPad Pro,平板电脑,3,buy,2025-12-12 16:06,2484,2
428,202,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-12-12 16:15,808,2
240,202,Apple,Apple X-T5,相机,6,buy,2025-12-12 16:48,9729,1
404,186,Microsoft,Microsoft ROG Zephyrus,笔记本电脑,2,buy,2025-12-12 16:56,6349,2
294,131,Sony,Sony U8K,电视,7,buy,2025-12-12 17:58,4292,2
442,201,Apple,Apple Surface Laptop,笔记本电脑,2,buy,2025-12-12 18:11,9058,1
789,97,Sony,Sony GH6,相机,6,buy,2025-12-12 18:32,5366,2
9,155,Dell,Dell MatePad Pro,平板电脑,3,buy,2025-12-12 18:33,3430,3
465,98,Dell,Dell X90L,电视,7,buy,2025-12-12 18:48,6911,2
445,61,Dell,Dell X90L,电视,7,buy,2025-12-12 19:35,2446,2
222,211,Huawei,Huawei Galaxy S24,智能手机,1,buy,2025-12-12 20:19,1675,3
569,165,LG,LG Xiaomi 14,智能手机,1,buy,2025-12-12 20:25,6321,3
696,264,Huawei,Huawei iPad Pro,平板电脑,3,buy,2025-12-12 20:32,3827,4
753,253,Apple,Apple Nothing Ear,耳机,4,buy,2025-12-12 21:17,1226,1
758,209,Microsoft,Microsoft iPhone 15,智能手机,1,addbuy,2025-12-12 22:28,6018,0
729,44,Xiaomi,Xiaomi MatePad Pro,平板电脑,3,buy,2025-12-12 22:30,2835,4
226,103,Dell,Dell Z50,相机,6,buy,2025-12-12 22:46,11935,1
738,145,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-12-12 22:57,5558,1
374,273,LG,LG AirPods Pro,耳机,4,buy,2025-12-12 23:51,888,2
208,18,Xiaomi,Xiaomi Galaxy S24,智能手机,1,buy,2025-12-12 23:54,2847,5
724,188,Samsung,Samsung AirPods Pro,耳机,4,buy,2025-12-13 0:00,1385,2
383,137,Dell,Dell iPad Pro,平板电脑,3,buy,2025-12-13 0:37,5888,1
578,138,Dell,Dell Gram 17,笔记本电脑,2,buy,2025-12-13 0:38,10097,2
601,138,HP,HP Surface Laptop,笔记本电脑,2,addbuy,2025-12-13 0:56,12150,0
448,190,LG,LG Galaxy Tab S9,平板电脑,3,buy,2025-12-13 1:12,4150,2
396,258,Sony,Sony Galaxy Z Flip,智能手机,1,buy,2025-12-13 1:23,5663,3
288,65,Dell,Dell Galaxy Buds2,耳机,4,buy,2025-12-13 1:36,664,2
