job_id,job_title,job_category,company_name,company_size,company_type,city,education,experience,salary_min,salary_max,salary_avg,skills,job_description,requirements,publish_date,views,applications
JOB191525,内容运营,运营,平安科技,10000人以上,金融,杭州,本科,3-5年,13425,21817,17621,"SEO,数据分析,社群运营,用户增长","负责内容运营相关的运营工作
维护用户关系，提升用户活跃度
制定运营策略和执行计划","具备良好的文案写作能力
具备数据分析能力和运营思维
有成功运营案例者优先
本科及以上学历",2026-02-16,3621,117
JOB779108,产品助理,产品,美的,0-20人,金融,天津,本科,3-5年,10132,16465,13298,"原型设计,Axure,Figma,产品设计,用户研究","进行用户调研和需求分析
协调开发、设计、测试等团队资源
编写产品需求文档（PRD）","熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
3-5年以上产品经理经验
具备优秀的沟通协调能力",2026-02-15,288,104
JOB516577,平面设计,设计,大华股份,100-499人,医疗,杭州,博士,1-3年,17839,28989,23414,"Adobe XD,Sketch,3D Max","持续优化设计质量和用户体验
与产品、开发团队协作
制作设计稿和交互原型","熟练使用设计软件和工具
具备良好的沟通理解能力
有优秀作品集者优先
1-3年以上设计经验",2026-02-14,869,85
JOB562532,市场专员,市场,阿里巴巴,0-20人,金融,武汉,博士,不限,8617,14004,11310,"渠道拓展,BD,品牌推广,营销策划","制定市场推广策略和计划
拓展市场渠道和合作伙伴
负责市场专员相关的市场推广工作","博士及以上学历
具备良好的商务谈判能力
有相关行业资源者优先
熟悉各类营销渠道和推广方式",2026-03-06,4247,46
JOB863565,财务专员,职能,当当网,20-99人,房地产,重庆,本科,1-3年,5284,8586,6935,"Excel,薪酬管理,招聘,培训,PPT","协调各部门之间的沟通
协助部门完成日常管理工作
整理和归档相关文件资料","1-3年以上相关工作经验
熟练使用办公软件
具备良好的沟通协调能力
工作认真负责，细致耐心",2026-02-11,2833,113
JOB584595,出纳,职能,爱奇艺,10000人以上,房地产,苏州,博士,应届生,7237,11760,9498,"组织管理,绩效考核,Excel,沟通协调,PPT","协助部门完成日常管理工作
完成上级交办的其他任务
协调各部门之间的沟通","博士及以上学历
工作认真负责，细致耐心
应届生以上相关工作经验
有相关行业经验者优先",2026-02-04,3354,124
JOB643208,测试工程师,技术,联想,20-99人,零售,苏州,本科,1-3年,8912,14482,11697,"深度学习,Git,TensorFlow,Jenkins,React","持续优化系统性能和用户体验
参与技术方案评审，解决技术难题
负责测试工程师相关的系统设计和开发工作","具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具
1-3年以上相关工作经验
有大型项目经验者优先",2026-02-12,4038,82
JOB533764,3D设计师,设计,格力,100-499人,互联网,武汉,本科,10年以上,19771,32128,25949,"3D Max,Illustrator,Figma,C4D,Sketch","持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
制作设计稿和交互原型","10年以上以上设计经验
本科及以上学历，设计相关专业优先
有优秀作品集者优先
熟练使用设计软件和工具",2026-02-09,105,67
JOB831304,市场专员,市场,美的,500-999人,金融,南京,本科,不限,7477,12150,9813,"品牌推广,媒介投放,营销策划,市场调研,公关","分析市场动态和竞争对手
负责市场专员相关的市场推广工作
制定市场推广策略和计划","具备市场策划和执行能力
具备良好的商务谈判能力
本科及以上学历
熟悉各类营销渠道和推广方式",2026-02-10,1597,136
JOB649593,人力资源,职能,宁德时代,20-99人,互联网,南京,本科,1-3年,5844,9497,7670,"招聘,绩效考核,薪酬管理,Excel,沟通协调","负责人力资源相关工作
协调各部门之间的沟通
完成上级交办的其他任务","1-3年以上相关工作经验
有相关行业经验者优先
熟练使用办公软件
工作认真负责，细致耐心",2026-03-01,4520,164
JOB307618,视觉设计,设计,平安科技,10000人以上,物流,广州,硕士,5-10年,29342,47681,38511,"Adobe XD,Sketch,After Effects,Illustrator,C4D","与产品、开发团队协作
制作设计稿和交互原型
负责视觉设计相关的设计工作","5-10年以上设计经验
熟练使用设计软件和工具
具备良好的沟通理解能力
硕士及以上学历，设计相关专业优先",2026-03-06,2234,65
JOB697688,产品助理,产品,新浪,1000-9999人,零售,成都,本科,应届生,4727,7682,6204,"Figma,Axure,PRD文档","协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现
编写产品需求文档（PRD）","本科及以上学历
应届生以上产品经理经验
具备良好的产品思维和用户洞察力
有相关行业产品经验者优先",2026-02-27,4376,98
JOB380886,产品总监,产品,比亚迪,10000人以上,金融,武汉,博士,3-5年,15492,25175,20333,"原型设计,用户研究,产品设计,Figma","协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现
进行用户调研和需求分析","有相关行业产品经验者优先
3-5年以上产品经理经验
博士及以上学历
具备优秀的沟通协调能力",2026-03-01,2660,178
JOB550573,交互设计,设计,360,20-99人,制造业,南京,不限,10年以上,17775,28884,23329,"3D Max,Adobe XD,Sketch,Photoshop,C4D,After Effects","与产品、开发团队协作
负责交互设计相关的设计工作
持续优化设计质量和用户体验","具备良好的审美能力和创意思维
熟练使用设计软件和工具
10年以上以上设计经验
具备良好的沟通理解能力",2026-02-14,2776,42
JOB628377,行政助理,职能,美团,100-499人,其他,重庆,硕士,5-10年,12074,19620,15847,"PPT,绩效考核,培训,Excel,招聘,沟通协调","负责行政助理相关工作
整理和归档相关文件资料
完成上级交办的其他任务","硕士及以上学历
熟练使用办公软件
具备良好的沟通协调能力
5-10年以上相关工作经验",2026-02-07,4331,143
JOB497145,会计,职能,华为,20-99人,房地产,广州,不限,不限,4410,7167,5788,"PPT,组织管理,Excel,沟通协调,培训","协助部门完成日常管理工作
负责会计相关工作
协调各部门之间的沟通","工作认真负责，细致耐心
有相关行业经验者优先
不限以上相关工作经验
不限及以上学历",2026-02-06,3013,50
JOB356566,测试工程师,技术,大华股份,500-999人,零售,北京,硕士,应届生,8653,14062,11357,"分布式系统,Spring Boot,Hadoop,Redis","参与需求分析、系统设计、编码实现和测试
负责测试工程师相关的系统设计和开发工作
编写高质量、可维护的代码","具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具
有大型项目经验者优先
具备良好的沟通能力和团队协作精神",2026-02-04,3828,79
JOB751665,动效设计师,设计,海康威视,100-499人,能源,重庆,不限,应届生,4701,7639,6170,"C4D,Illustrator,Sketch,After Effects,Photoshop","制作设计稿和交互原型
根据需求进行创意设计和视觉表现
与产品、开发团队协作","熟练使用设计软件和工具
不限及以上学历，设计相关专业优先
应届生以上设计经验
有优秀作品集者优先",2026-03-04,672,75
JOB550536,产品助理,产品,爱奇艺,0-20人,教育,郑州,不限,3-5年,9459,15372,12415,"Figma,数据分析,PRD文档","进行用户调研和需求分析
负责产品助理的产品规划和设计
跟踪产品上线后的数据表现","有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
3-5年以上产品经理经验
熟练使用Axure、Figma等设计工具",2026-03-05,345,156
JOB420182,公关经理,市场,爱奇艺,0-20人,金融,杭州,不限,应届生,6160,10010,8085,"公关,媒介投放,营销策划,市场调研,品牌推广","分析市场动态和竞争对手
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传","不限及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
应届生以上市场推广经验",2026-02-10,3604,9
JOB536012,媒介专员,市场,美团,20-99人,制造业,北京,不限,1-3年,7913,12859,10386,"营销策划,渠道拓展,公关,市场调研,BD,品牌推广","组织市场活动和品牌宣传
制定市场推广策略和计划
拓展市场渠道和合作伙伴","1-3年以上市场推广经验
具备良好的商务谈判能力
具备市场策划和执行能力
有相关行业资源者优先",2026-03-02,663,85
JOB567671,UI设计师,产品,大疆创新,1000-9999人,其他,广州,大专,3-5年,9613,15621,12617,"用户研究,原型设计,数据分析,Figma,Axure,PRD文档","编写产品需求文档（PRD）
负责UI设计师的产品规划和设计
协调开发、设计、测试等团队资源","具备优秀的沟通协调能力
有相关行业产品经验者优先
3-5年以上产品经理经验
具备良好的产品思维和用户洞察力",2026-02-17,4653,124
JOB451900,媒介专员,市场,阿里巴巴,1000-9999人,零售,重庆,不限,10年以上,12385,20126,16255,"BD,市场调研,品牌推广,渠道拓展,公关,营销策划","拓展市场渠道和合作伙伴
制定市场推广策略和计划
分析市场动态和竞争对手","熟悉各类营销渠道和推广方式
有相关行业资源者优先
具备良好的商务谈判能力
10年以上以上市场推广经验",2026-02-22,3643,125
JOB327216,人力资源,职能,爱奇艺,0-20人,物流,成都,不限,不限,4236,6884,5560,"Excel,沟通协调,薪酬管理","完成上级交办的其他任务
协调各部门之间的沟通
整理和归档相关文件资料","具备良好的沟通协调能力
不限及以上学历
工作认真负责，细致耐心
不限以上相关工作经验",2026-02-22,3055,35
JOB492592,产品经理,产品,字节跳动,1000-9999人,医疗,郑州,本科,3-5年,10824,17590,14207,"数据分析,产品设计,Axure,用户研究,原型设计,需求分析","跟踪产品上线后的数据表现
协调开发、设计、测试等团队资源
进行用户调研和需求分析","本科及以上学历
有相关行业产品经验者优先
3-5年以上产品经理经验
熟练使用Axure、Figma等设计工具",2026-02-13,4450,166
JOB765864,视觉设计,设计,阿里巴巴,0-20人,房地产,青岛,博士,不限,9995,16243,13119,"Illustrator,Adobe XD,After Effects,C4D","负责视觉设计相关的设计工作
根据需求进行创意设计和视觉表现
与产品、开发团队协作","具备良好的审美能力和创意思维
博士及以上学历，设计相关专业优先
熟练使用设计软件和工具
不限以上设计经验",2026-03-01,2489,141
JOB523380,新媒体运营,运营,滴滴,100-499人,其他,苏州,不限,10年以上,14647,23802,19224,"用户增长,新媒体,活动策划,SEO,数据分析","制定运营策略和执行计划
分析运营数据，优化运营效果
负责新媒体运营相关的运营工作","10年以上以上运营经验
不限及以上学历
熟悉新媒体运营和内容策划
具备良好的文案写作能力",2026-02-06,1490,9
JOB535052,产品助理,产品,新浪,100-499人,能源,西安,本科,1-3年,6753,10974,8863,"Axure,原型设计,产品设计,数据分析,需求分析,用户研究","进行用户调研和需求分析
协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现","有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
本科及以上学历
具备优秀的沟通协调能力",2026-02-20,1033,69
JOB418250,交互设计,设计,联想,0-20人,医疗,重庆,不限,应届生,3788,6155,4971,"3D Max,C4D,Figma,Adobe XD,Sketch","制作设计稿和交互原型
与产品、开发团队协作
负责交互设计相关的设计工作","熟练使用设计软件和工具
应届生以上设计经验
具备良好的审美能力和创意思维
有优秀作品集者优先",2026-02-26,1896,146
JOB634559,动效设计师,设计,字节跳动,10000人以上,制造业,广州,本科,不限,7341,11929,9635,"Illustrator,C4D,3D Max,Adobe XD,Sketch","持续优化设计质量和用户体验
负责动效设计师相关的设计工作
与产品、开发团队协作","不限以上设计经验
具备良好的沟通理解能力
熟练使用设计软件和工具
有优秀作品集者优先",2026-02-27,4961,123
JOB504256,Java开发工程师,技术,阿里巴巴,10000人以上,物流,西安,博士,不限,11595,18843,15219,"Redis,TensorFlow,Spark","负责Java开发工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验","不限以上相关工作经验
熟悉相关技术栈和开发工具
有大型项目经验者优先
博士及以上学历，计算机相关专业优先",2026-03-01,2822,170
JOB208276,行政助理,职能,比亚迪,20-99人,房地产,南京,博士,5-10年,23489,38170,30829,"培训,组织管理,Excel,招聘,绩效考核,薪酬管理","负责行政助理相关工作
整理和归档相关文件资料
协助部门完成日常管理工作","5-10年以上相关工作经验
具备良好的沟通协调能力
博士及以上学历
熟练使用办公软件",2026-02-07,1309,134
JOB281119,市场经理,市场,网易,0-20人,教育,上海,硕士,3-5年,16322,26523,21422,"BD,营销策划,媒介投放,品牌推广,市场调研","拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
负责市场经理相关的市场推广工作","3-5年以上市场推广经验
具备市场策划和执行能力
具备良好的商务谈判能力
熟悉各类营销渠道和推广方式",2026-02-23,1328,19
JOB711304,平面设计,设计,大疆创新,100-499人,制造业,杭州,不限,应届生,4924,8002,6463,"3D Max,After Effects,Photoshop","负责平面设计相关的设计工作
制作设计稿和交互原型
持续优化设计质量和用户体验","熟练使用设计软件和工具
具备良好的沟通理解能力
具备良好的审美能力和创意思维
不限及以上学历，设计相关专业优先",2026-02-24,1234,151
JOB356326,新媒体运营,运营,新浪,500-999人,教育,上海,大专,5-10年,17937,29148,23542,"数据分析,用户增长,SEM","策划和执行线上线下活动
分析运营数据，优化运营效果
制定运营策略和执行计划","具备数据分析能力和运营思维
有成功运营案例者优先
具备良好的文案写作能力
熟悉新媒体运营和内容策划",2026-03-05,3628,55
JOB786885,数据运营,运营,字节跳动,20-99人,医疗,杭州,博士,10年以上,37038,60187,48612,"内容策划,活动策划,SEM,用户增长,SEO","策划和执行线上线下活动
制定运营策略和执行计划
分析运营数据，优化运营效果","熟悉新媒体运营和内容策划
博士及以上学历
具备良好的文案写作能力
具备数据分析能力和运营思维",2026-02-07,4476,199
JOB109712,交互设计,产品,平安科技,1000-9999人,互联网,郑州,大专,3-5年,6072,9868,7970,"产品设计,Axure,用户研究,Figma,需求分析,数据分析","跟踪产品上线后的数据表现
负责交互设计的产品规划和设计
进行用户调研和需求分析","具备优秀的沟通协调能力
具备良好的产品思维和用户洞察力
有相关行业产品经验者优先
大专及以上学历",2026-03-04,1067,106
JOB888025,财务专员,职能,中通,100-499人,能源,苏州,博士,3-5年,13875,22546,18210,"招聘,Excel,薪酬管理,绩效考核,PPT,培训","整理和归档相关文件资料
完成上级交办的其他任务
协调各部门之间的沟通","博士及以上学历
有相关行业经验者优先
工作认真负责，细致耐心
具备良好的沟通协调能力",2026-02-13,4251,11
JOB612960,产品助理,产品,携程,100-499人,能源,北京,大专,3-5年,10449,16981,13715,"原型设计,Figma,用户研究,数据分析,产品设计","编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现","3-5年以上产品经理经验
具备优秀的沟通协调能力
大专及以上学历
具备良好的产品思维和用户洞察力",2026-03-06,4865,12
JOB585132,数据工程师,技术,腾讯,20-99人,能源,北京,本科,10年以上,31839,51739,41789,"分布式系统,Pandas,TypeScript","参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验
负责数据工程师相关的系统设计和开发工作","熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
本科及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力",2026-03-03,814,150
JOB941654,架构师,技术,哔哩哔哩,500-999人,物流,杭州,不限,10年以上,30992,50362,40677,"微服务,大数据,Docker,高并发","参与技术方案评审，解决技术难题
持续优化系统性能和用户体验
负责架构师相关的系统设计和开发工作","具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力
有大型项目经验者优先
10年以上以上相关工作经验",2026-02-21,4602,51
JOB183635,法务专员,职能,百度,1000-9999人,能源,北京,博士,10年以上,35062,56976,46019,"招聘,培训,Excel,薪酬管理,绩效考核","协助部门完成日常管理工作
整理和归档相关文件资料
协调各部门之间的沟通","熟练使用办公软件
有相关行业经验者优先
10年以上以上相关工作经验
博士及以上学历",2026-02-13,2684,83
JOB506113,销售经理,市场,新浪,1000-9999人,医疗,郑州,不限,3-5年,7549,12268,9908,"媒介投放,BD,市场调研,公关,渠道拓展,营销策划","负责销售经理相关的市场推广工作
拓展市场渠道和合作伙伴
制定市场推广策略和计划","具备良好的商务谈判能力
3-5年以上市场推广经验
熟悉各类营销渠道和推广方式
有相关行业资源者优先",2026-02-08,142,42
JOB686553,交互设计,设计,格力,0-20人,互联网,成都,本科,10年以上,21575,35060,28317,"Adobe XD,C4D,Figma,Photoshop","制作设计稿和交互原型
负责交互设计相关的设计工作
与产品、开发团队协作","10年以上以上设计经验
具备良好的审美能力和创意思维
本科及以上学历，设计相关专业优先
有优秀作品集者优先",2026-02-07,4261,72
JOB977658,交互设计,设计,阿里巴巴,100-499人,零售,重庆,大专,应届生,3596,5844,4720,"After Effects,3D Max,Illustrator,Adobe XD,Figma,Sketch","制作设计稿和交互原型
负责交互设计相关的设计工作
持续优化设计质量和用户体验","具备良好的审美能力和创意思维
熟练使用设计软件和工具
具备良好的沟通理解能力
有优秀作品集者优先",2026-02-10,4449,136
JOB525151,行政专员,职能,快手,20-99人,其他,深圳,大专,5-10年,13734,22319,18026,"沟通协调,绩效考核,PPT,薪酬管理","协助部门完成日常管理工作
整理和归档相关文件资料
完成上级交办的其他任务","具备良好的沟通协调能力
5-10年以上相关工作经验
大专及以上学历
工作认真负责，细致耐心",2026-02-20,2408,71
JOB289622,全栈开发工程师,技术,当当网,10000人以上,物流,苏州,硕士,应届生,9538,15499,12518,"分布式系统,大数据,NumPy,微服务,算法","参与技术方案评审，解决技术难题
持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试","具备良好的编程基础和算法能力
硕士及以上学历，计算机相关专业优先
有大型项目经验者优先
具备良好的沟通能力和团队协作精神",2026-02-12,4073,163
JOB806639,用户运营,运营,大华股份,500-999人,教育,成都,本科,1-3年,5209,8465,6837,"数据分析,SEO,社群运营,活动策划,内容策划","策划和执行线上线下活动
分析运营数据，优化运营效果
制定运营策略和执行计划","具备数据分析能力和运营思维
1-3年以上运营经验
有成功运营案例者优先
熟悉新媒体运营和内容策划",2026-02-17,4059,151
JOB536753,产品助理,产品,依图科技,0-20人,金融,南京,不限,3-5年,12321,20021,16171,"Figma,原型设计,产品设计,需求分析","负责产品助理的产品规划和设计
进行用户调研和需求分析
编写产品需求文档（PRD）","有相关行业产品经验者优先
具备优秀的沟通协调能力
不限及以上学历
熟练使用Axure、Figma等设计工具",2026-03-06,1773,195
JOB887069,法务专员,职能,腾讯,1000-9999人,零售,天津,博士,1-3年,9035,14683,11859,"绩效考核,组织管理,招聘,沟通协调,薪酬管理,培训","协助部门完成日常管理工作
负责法务专员相关工作
完成上级交办的其他任务","工作认真负责，细致耐心
熟练使用办公软件
具备良好的沟通协调能力
博士及以上学历",2026-02-05,614,17
JOB543104,行政助理,职能,联想,500-999人,医疗,武汉,硕士,5-10年,15852,25760,20806,"沟通协调,招聘,薪酬管理,PPT,组织管理,培训","完成上级交办的其他任务
整理和归档相关文件资料
负责行政助理相关工作","硕士及以上学历
5-10年以上相关工作经验
工作认真负责，细致耐心
具备良好的沟通协调能力",2026-02-07,1603,171
JOB461539,UX设计,设计,新浪,1000-9999人,制造业,成都,本科,不限,6007,9762,7884,"C4D,3D Max,Sketch","持续优化设计质量和用户体验
与产品、开发团队协作
制作设计稿和交互原型","具备良好的沟通理解能力
具备良好的审美能力和创意思维
熟练使用设计软件和工具
有优秀作品集者优先",2026-02-26,333,34
JOB685014,数据工程师,技术,新浪,0-20人,金融,武汉,不限,应届生,5849,9505,7677,"Django,MongoDB,Kubernetes","负责数据工程师相关的系统设计和开发工作
编写高质量、可维护的代码
参与技术方案评审，解决技术难题","有大型项目经验者优先
具备良好的编程基础和算法能力
应届生以上相关工作经验
不限及以上学历，计算机相关专业优先",2026-02-05,3365,35
JOB227072,会计,职能,中兴通讯,500-999人,医疗,南京,博士,3-5年,17452,28361,22906,"薪酬管理,PPT,培训","整理和归档相关文件资料
负责会计相关工作
协调各部门之间的沟通","熟练使用办公软件
博士及以上学历
3-5年以上相关工作经验
有相关行业经验者优先",2026-03-02,4731,189
JOB875702,产品助理,产品,海尔,20-99人,教育,重庆,硕士,10年以上,20953,34049,27501,"PRD文档,产品设计,Axure,用户研究,原型设计,数据分析","进行用户调研和需求分析
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源","10年以上以上产品经理经验
具备优秀的沟通协调能力
硕士及以上学历
熟练使用Axure、Figma等设计工具",2026-03-05,3375,176
JOB179966,财务专员,职能,中通,10000人以上,教育,成都,不限,10年以上,13159,21383,17271,"组织管理,PPT,薪酬管理,绩效考核","协助部门完成日常管理工作
完成上级交办的其他任务
负责财务专员相关工作","具备良好的沟通协调能力
熟练使用办公软件
有相关行业经验者优先
10年以上以上相关工作经验",2026-03-04,2688,36
JOB692769,用户研究,产品,爱奇艺,0-20人,互联网,天津,硕士,不限,8887,14441,11664,"PRD文档,原型设计,Figma,数据分析,需求分析,Axure","协调开发、设计、测试等团队资源
进行用户调研和需求分析
跟踪产品上线后的数据表现","有相关行业产品经验者优先
具备优秀的沟通协调能力
硕士及以上学历
不限以上产品经理经验",2026-03-03,4880,23
JOB171806,DevOps工程师,技术,阿里巴巴,20-99人,能源,武汉,不限,10年以上,22384,36375,29379,"Vue,MongoDB,TensorFlow","编写高质量、可维护的代码
持续优化系统性能和用户体验
负责DevOps工程师相关的系统设计和开发工作","具备良好的编程基础和算法能力
不限及以上学历，计算机相关专业优先
有大型项目经验者优先
熟悉相关技术栈和开发工具",2026-02-27,2560,80
JOB241041,BD经理,市场,美的,0-20人,制造业,深圳,大专,3-5年,9597,15596,12596,"BD,品牌推广,公关","分析市场动态和竞争对手
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传","熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
具备市场策划和执行能力
大专及以上学历",2026-02-25,2019,65
JOB156513,公关经理,市场,爱奇艺,100-499人,教育,武汉,博士,应届生,8612,13995,11303,"媒介投放,渠道拓展,BD,市场调研","制定市场推广策略和计划
分析市场动态和竞争对手
负责公关经理相关的市场推广工作","博士及以上学历
具备市场策划和执行能力
有相关行业资源者优先
熟悉各类营销渠道和推广方式",2026-02-23,4488,20
JOB257705,动效设计师,设计,大疆创新,20-99人,互联网,苏州,硕士,5-10年,20490,33297,26893,"Figma,After Effects,Adobe XD,3D Max,Sketch","负责动效设计师相关的设计工作
与产品、开发团队协作
根据需求进行创意设计和视觉表现","具备良好的沟通理解能力
硕士及以上学历，设计相关专业优先
熟练使用设计软件和工具
5-10年以上设计经验",2026-02-12,4380,114
JOB919515,活动运营,运营,顺丰,20-99人,零售,武汉,博士,3-5年,12970,21077,17023,"活动策划,社群运营,数据分析,SEM","负责活动运营相关的运营工作
制定运营策略和执行计划
维护用户关系，提升用户活跃度","有成功运营案例者优先
3-5年以上运营经验
具备良好的文案写作能力
具备数据分析能力和运营思维",2026-02-19,146,35
JOB205090,视觉设计,设计,中兴通讯,20-99人,物流,天津,本科,3-5年,10067,16360,13213,"Figma,Illustrator,Sketch,Photoshop","负责视觉设计相关的设计工作
根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验","熟练使用设计软件和工具
本科及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的审美能力和创意思维",2026-02-19,208,62
JOB225755,算法工程师,技术,美的,0-20人,能源,长沙,本科,不限,5492,8924,7208,"Spark,TensorFlow,机器学习","参与需求分析、系统设计、编码实现和测试
负责算法工程师相关的系统设计和开发工作
持续优化系统性能和用户体验","不限以上相关工作经验
有大型项目经验者优先
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力",2026-02-06,4140,90
JOB330145,前端开发工程师,技术,360,20-99人,医疗,西安,硕士,5-10年,22514,36586,29550,"Docker,算法,Scikit-learn","参与需求分析、系统设计、编码实现和测试
负责前端开发工程师相关的系统设计和开发工作
持续优化系统性能和用户体验","熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
有大型项目经验者优先",2026-02-25,2871,193
JOB111807,会计,职能,京东,500-999人,能源,天津,硕士,1-3年,6198,10072,8135,"薪酬管理,招聘,沟通协调,绩效考核,组织管理,培训","协助部门完成日常管理工作
整理和归档相关文件资料
完成上级交办的其他任务","具备良好的沟通协调能力
工作认真负责，细致耐心
1-3年以上相关工作经验
熟练使用办公软件",2026-02-05,2424,159
JOB813385,交互设计,产品,云从科技,1000-9999人,金融,重庆,不限,5-10年,13680,22231,17955,"数据分析,用户研究,需求分析","负责交互设计的产品规划和设计
跟踪产品上线后的数据表现
进行用户调研和需求分析","有相关行业产品经验者优先
5-10年以上产品经理经验
不限及以上学历
具备良好的产品思维和用户洞察力",2026-02-07,1497,199
JOB513739,财务专员,职能,宁德时代,20-99人,金融,广州,硕士,1-3年,7178,11664,9421,"招聘,Excel,沟通协调","协调各部门之间的沟通
整理和归档相关文件资料
负责财务专员相关工作","工作认真负责，细致耐心
具备良好的沟通协调能力
1-3年以上相关工作经验
硕士及以上学历",2026-03-04,2263,124
JOB405993,视觉设计,设计,顺丰,100-499人,金融,重庆,硕士,3-5年,11827,19220,15523,"After Effects,3D Max,Sketch","持续优化设计质量和用户体验
与产品、开发团队协作
制作设计稿和交互原型","熟练使用设计软件和工具
有优秀作品集者优先
具备良好的沟通理解能力
具备良好的审美能力和创意思维",2026-02-22,270,148
JOB568594,深度学习工程师,技术,携程,100-499人,制造业,苏州,不限,不限,6196,10069,8132,"Git,大数据,Linux,React","持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试
负责深度学习工程师相关的系统设计和开发工作","熟悉相关技术栈和开发工具
有大型项目经验者优先
不限及以上学历，计算机相关专业优先
不限以上相关工作经验",2026-02-20,1165,66
JOB792540,测试工程师,技术,中通,100-499人,金融,苏州,博士,5-10年,30876,50174,40525,"Spark,Vue,Python,Django,TypeScript,Docker","持续优化系统性能和用户体验
负责测试工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试","熟悉相关技术栈和开发工具
5-10年以上相关工作经验
博士及以上学历，计算机相关专业优先
具备良好的沟通能力和团队协作精神",2026-02-04,1642,12
JOB472816,UI设计,设计,旷视科技,0-20人,零售,上海,博士,应届生,10840,17615,14227,"Figma,Sketch,Photoshop","持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
制作设计稿和交互原型","有优秀作品集者优先
熟练使用设计软件和工具
博士及以上学历，设计相关专业优先
应届生以上设计经验",2026-02-13,246,9
JOB686909,深度学习工程师,技术,快手,10000人以上,教育,长沙,不限,1-3年,6046,9826,7936,"React,分布式系统,Hadoop,深度学习","负责深度学习工程师相关的系统设计和开发工作
持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试","具备良好的编程基础和算法能力
有大型项目经验者优先
熟悉相关技术栈和开发工具
1-3年以上相关工作经验",2026-03-01,2341,86
JOB906541,平面设计,设计,搜狐,1000-9999人,房地产,苏州,博士,1-3年,15455,25115,20285,"Sketch,After Effects,Illustrator","根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
与产品、开发团队协作","博士及以上学历，设计相关专业优先
熟练使用设计软件和工具
具备良好的沟通理解能力
有优秀作品集者优先",2026-02-27,3350,110
JOB145822,运营经理,运营,360,100-499人,教育,西安,不限,3-5年,6968,11324,9146,"内容策划,新媒体,数据分析,SEO,SEM","制定运营策略和执行计划
维护用户关系，提升用户活跃度
负责运营经理相关的运营工作","熟悉新媒体运营和内容策划
不限及以上学历
具备数据分析能力和运营思维
具备良好的文案写作能力",2026-02-23,3901,157
JOB455548,交互设计,产品,蚂蚁集团,10000人以上,零售,重庆,硕士,不限,6757,10981,8869,"需求分析,用户研究,原型设计,产品设计","编写产品需求文档（PRD）
跟踪产品上线后的数据表现
进行用户调研和需求分析","不限以上产品经理经验
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
硕士及以上学历",2026-03-04,4787,65
JOB305606,公关经理,市场,阿里巴巴,20-99人,零售,成都,本科,不限,5339,8676,7007,"媒介投放,品牌推广,市场调研,渠道拓展,BD","拓展市场渠道和合作伙伴
制定市场推广策略和计划
分析市场动态和竞争对手","有相关行业资源者优先
本科及以上学历
不限以上市场推广经验
具备良好的商务谈判能力",2026-03-01,3125,165
JOB450951,销售经理,市场,滴滴,0-20人,金融,重庆,大专,应届生,3828,6221,5024,"渠道拓展,公关,营销策划,媒介投放,BD","制定市场推广策略和计划
组织市场活动和品牌宣传
分析市场动态和竞争对手","应届生以上市场推广经验
熟悉各类营销渠道和推广方式
具备市场策划和执行能力
具备良好的商务谈判能力",2026-02-10,1254,177
